,G_x,AB,R,H,2B,3B,HR,RBI,SB_x,CS_x,BB,SO,IBB,HBP,SH,SF,GIDP,stint,G_y,GS,InnOuts,PO,A,E,DP,PB,SB_y,CS_y,salary,MinSalaries,adjSalary,adjMinSalaries,adjSalary2,Bavg,Slug,OBP,FPct,yearID,playerID,Primary
7732,156,611,95,165,36,8,23,83.0,2.0,2.0,36,108.0,2.0,5.0,0.0,5.0,17.0,1.0,155.0,154.0,4026.0,303.0,9.0,3.0,1.0,0.0,0.0,0.0,2400000.0,170000.0,3609600.0,255680.0,3609600.0,0.2700490998363339,0.46808510638297873,0.3135464231354642,0.9904761904761905,1998,oleartr01,OF
7733,160,557,91,197,36,4,22,93.0,2.0,2.0,96,73.0,11.0,4.0,1.0,7.0,15.0,1.0,157.0,149.0,4010.0,1258.0,116.0,5.0,119.0,0.0,0.0,0.0,3750000.0,170000.0,5640000.0,255680.0,5640000.0,0.35368043087971274,0.5511669658886894,0.44728915662650603,0.9963741841914431,1998,olerujo01,1B
7735,152,602,95,191,40,2,24,116.0,15.0,1.0,57,103.0,2.0,2.0,0.0,11.0,22.0,1.0,150.0,148.0,3896.0,293.0,11.0,4.0,6.0,0.0,0.0,0.0,5500000.0,170000.0,8272000.0,255680.0,8272000.0,0.31727574750830567,0.5099667774086378,0.37202380952380953,0.987012987012987,1998,oneilpa01,OF
7745,51,160,7,35,9,0,1,10.0,0.0,0.0,14,37.0,0.0,0.0,3.0,1.0,4.0,1.0,44.0,42.0,1123.0,259.0,17.0,5.0,5.0,1.0,30.0,12.0,2100000.0,170000.0,3158400.0,255680.0,3158400.0,0.21875,0.29375,0.28,0.9822064056939501,1998,pagnoto01,C
7746,152,572,84,159,27,2,34,119.0,8.0,2.0,48,134.0,3.0,6.0,0.0,13.0,18.0,1.0,129.0,127.0,3307.0,69.0,187.0,22.0,16.0,0.0,0.0,0.0,5825000.0,170000.0,8760800.0,255680.0,8760800.0,0.27797202797202797,0.5104895104895105,0.3333333333333333,0.920863309352518,1998,palmede01,3B
7748,162,619,98,183,36,1,43,121.0,11.0,7.0,79,91.0,8.0,7.0,0.0,4.0,14.0,1.0,159.0,158.0,4135.0,1435.0,124.0,9.0,127.0,0.0,0.0,0.0,6515828.0,170000.0,9799805.312,255680.0,9799805.312,0.2956381260096931,0.5654281098546042,0.37940761636107195,0.9942602040816326,1998,palmera01,1B
7762,151,561,88,184,38,1,32,111.0,1.0,0.0,58,80.0,14.0,2.0,0.0,5.0,15.0,6.0,140.0,140.0,3570.0,984.0,85.0,11.0,7.0,5.0,115.0,41.0,8000000.0,170000.0,12032000.0,255680.0,12032000.0,0.32798573975044565,0.5704099821746881,0.38977635782747605,0.9898148148148148,1998,piazzmi01,C
7777,150,571,108,168,35,2,45,145.0,5.0,3.0,76,121.0,6.0,6.0,0.0,10.0,18.0,1.0,148.0,147.0,3956.0,291.0,10.0,7.0,1.0,0.0,0.0,0.0,2850000.0,170000.0,4286400.0,255680.0,4286400.0,0.29422066549912435,0.5989492119089317,0.3770739064856712,0.9772727272727273,1998,ramirma02,OF
7787,161,601,65,163,27,1,14,61.0,0.0,2.0,51,68.0,0.0,4.0,1.0,2.0,9.0,1.0,161.0,161.0,4097.0,101.0,265.0,8.0,22.0,0.0,0.0,0.0,6400000.0,170000.0,9625600.0,255680.0,9625600.0,0.27121464226289516,0.389351081530782,0.331306990881459,0.9786096256684492,1998,ripkeca01,3B
7790,95,295,45,79,17,0,1,24.0,16.0,4.0,31,38.0,0.0,4.0,2.0,1.0,7.0,8.0,58.0,44.0,1108.0,84.0,64.0,5.0,21.0,0.0,0.0,0.0,2300000.0,170000.0,3459200.0,255680.0,3459200.0,0.2677966101694915,0.33559322033898303,0.34441087613293053,0.9673202614379085,1998,roberbi01,2B
7793,161,686,123,213,35,5,42,124.0,46.0,13.0,45,121.0,0.0,10.0,3.0,4.0,12.0,1.0,160.0,160.0,4168.0,268.0,445.0,18.0,90.0,0.0,0.0,0.0,2162500.0,170000.0,3252400.0,255680.0,3252400.0,0.3104956268221574,0.5597667638483965,0.3597315436241611,0.9753761969904241,1998,rodrial01,SS
7794,128,415,56,104,21,1,31,85.0,1.0,3.0,54,113.0,7.0,0.0,0.0,4.0,6.0,1.0,114.0,112.0,2630.0,215.0,7.0,1.0,1.0,0.0,0.0,0.0,2700000.0,170000.0,4060800.0,255680.0,4060800.0,0.25060240963855424,0.5301204819277109,0.33403805496828753,0.9955156950672646,1998,rodrihe02,OF
7795,145,579,88,186,40,4,21,91.0,9.0,0.0,32,88.0,4.0,3.0,0.0,3.0,18.0,1.0,139.0,137.0,3592.0,864.0,72.0,6.0,7.0,10.0,38.0,49.0,6700000.0,170000.0,10076800.0,255680.0,10076800.0,0.32124352331606215,0.5129533678756477,0.3581847649918963,0.9936305732484076,1998,rodriiv01,C
7801,136,463,84,139,28,1,26,88.0,0.0,1.0,90,100.0,5.0,3.0,0.0,10.0,4.0,1.0,19.0,19.0,488.0,46.0,1.0,2.0,0.0,0.0,0.0,0.0,5000000.0,170000.0,7520000.0,255680.0,7520000.0,0.3002159827213823,0.5334773218142549,0.4098939929328622,0.9591836734693877,1998,salmoti01,OF
7804,135,481,83,129,18,6,14,59.0,20.0,9.0,51,137.0,2.0,7.0,4.0,2.0,10.0,1.0,131.0,122.0,3128.0,263.0,4.0,6.0,0.0,0.0,0.0,0.0,3700000.0,170000.0,5564800.0,255680.0,5564800.0,0.2681912681912682,0.4178794178794179,0.3456561922365989,0.978021978021978,1998,sandere02,OF
7807,15,29,3,9,5,0,0,4.0,0.0,0.0,1,6.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,6.0,204.0,45.0,2.0,0.0,0.0,1.0,10.0,0.0,4000000.0,170000.0,6016000.0,255680.0,6016000.0,0.3103448275862069,0.4827586206896552,0.3333333333333333,1.0,1998,santibe01,C
7810,143,522,79,159,36,1,19,84.0,3.0,1.0,49,80.0,4.0,0.0,0.0,9.0,12.0,2.0,135.0,134.0,3454.0,1045.0,116.0,1.0,107.0,0.0,0.0,0.0,2350000.0,170000.0,3534400.0,255680.0,3534400.0,0.3045977011494253,0.48659003831417624,0.3586206896551724,0.9991394148020654,1998,seguida01,1B
7812,113,325,35,72,15,1,7,36.0,1.0,0.0,26,51.0,6.0,5.0,3.0,1.0,12.0,2.0,111.0,87.0,2441.0,654.0,48.0,4.0,6.0,3.0,64.0,25.0,1645000.0,170000.0,2474080.0,255680.0,2474080.0,0.22153846153846155,0.3384615384615385,0.28851540616246496,0.9943342776203966,1998,servasc01,C
7816,130,437,73,132,27,2,22,85.0,22.0,7.0,95,46.0,12.0,8.0,0.0,9.0,7.0,3.0,126.0,126.0,3296.0,217.0,9.0,2.0,4.0,0.0,0.0,0.0,14936667.0,170000.0,22464747.168,255680.0,22464747.168,0.30205949656750575,0.5240274599542334,0.42805100182149364,0.9912280701754386,1998,sheffga01,OF
7829,138,435,65,108,29,1,15,79.0,1.0,2.0,58,84.0,3.0,0.0,0.0,7.0,12.0,1.0,136.0,113.0,3111.0,1040.0,94.0,1.0,99.0,0.0,0.0,0.0,2750000.0,170000.0,4136000.0,255680.0,4136000.0,0.2482758620689655,0.42298850574712643,0.332,0.9991189427312775,1998,snowjt01,1B
7831,137,435,40,98,27,0,17,57.0,2.0,3.0,54,133.0,1.0,3.0,0.0,3.0,8.0,2.0,45.0,42.0,1028.0,249.0,24.0,0.0,22.0,0.0,0.0,0.0,2000000.0,170000.0,3008000.0,255680.0,3008000.0,0.22528735632183908,0.4045977011494253,0.31313131313131315,1.0,1998,sorrepa01,1B
7832,159,643,134,198,20,0,66,158.0,18.0,9.0,73,171.0,14.0,1.0,0.0,5.0,20.0,1.0,159.0,159.0,4267.0,334.0,14.0,9.0,2.0,0.0,0.0,0.0,8325000.0,170000.0,12520800.0,255680.0,12520800.0,0.30793157076205285,0.6469673405909798,0.3767313019390582,0.9747899159663865,1998,sosasa01,OF
7835,123,384,66,105,27,4,4,43.0,11.0,2.0,45,62.0,0.0,5.0,1.0,2.0,9.0,4.0,117.0,89.0,2475.0,101.0,184.0,9.0,12.0,0.0,0.0,0.0,1600000.0,170000.0,2406400.0,255680.0,2406400.0,0.2734375,0.3958333333333333,0.3555045871559633,0.9693877551020408,1998,spierbi01,3B
7837,132,469,57,104,25,0,20,58.0,1.0,2.0,26,90.0,2.0,13.0,0.0,2.0,16.0,5.0,129.0,126.0,3340.0,111.0,194.0,26.0,10.0,0.0,0.0,0.0,2350000.0,170000.0,3534400.0,255680.0,3534400.0,0.22174840085287847,0.40298507462686567,0.2803921568627451,0.9214501510574018,1998,spraged02,3B
7841,145,497,74,127,25,0,29,79.0,3.0,1.0,82,129.0,5.0,7.0,0.0,7.0,12.0,4.0,36.0,35.0,923.0,280.0,18.0,1.0,28.0,0.0,0.0,0.0,1800000.0,170000.0,2707200.0,255680.0,2707200.0,0.25553319919517103,0.48088531187122735,0.3642495784148398,0.9966555183946488,1998,stanlmi02,1B
7842,124,422,45,102,25,2,14,54.0,0.0,1.0,38,89.0,0.0,4.0,0.0,1.0,16.0,1.0,119.0,116.0,3021.0,665.0,52.0,7.0,3.0,4.0,63.0,34.0,2850000.0,170000.0,4286400.0,255680.0,4286400.0,0.24170616113744076,0.4099526066350711,0.3096774193548387,0.9903314917127072,1998,steinte01,C
7846,112,336,37,70,11,3,6,25.0,5.0,3.0,27,80.0,1.0,8.0,8.0,2.0,7.0,1.0,110.0,108.0,2820.0,186.0,335.0,11.0,81.0,0.0,0.0,0.0,1800000.0,170000.0,2707200.0,255680.0,2707200.0,0.20833333333333334,0.3125,0.28150134048257375,0.9793233082706767,1998,stockke01,SS
7852,162,573,79,160,34,1,22,92.0,9.0,7.0,49,81.0,9.0,1.0,1.0,10.0,13.0,2.0,158.0,147.0,3943.0,256.0,12.0,3.0,2.0,0.0,0.0,0.0,1716667.0,170000.0,2581867.168,255680.0,2581867.168,0.2792321116928447,0.4572425828970332,0.33175355450236965,0.988929889298893,1998,surhobj01,OF
7863,160,585,109,155,35,2,29,109.0,7.0,0.0,110,93.0,2.0,6.0,0.0,11.0,14.0,1.0,14.0,14.0,342.0,116.0,6.0,2.0,12.0,0.0,0.0,0.0,7000000.0,170000.0,10528000.0,255680.0,10528000.0,0.26495726495726496,0.48034188034188036,0.3806179775280899,0.9838709677419355,1998,thomafr04,1B
7864,123,440,89,129,34,2,30,85.0,1.0,0.0,89,141.0,8.0,4.0,0.0,4.0,7.0,1.0,117.0,114.0,3047.0,998.0,85.0,10.0,97.0,0.0,0.0,0.0,4800000.0,170000.0,7219200.0,255680.0,7219200.0,0.29318181818181815,0.5840909090909091,0.4134078212290503,0.9908508691674291,1998,thomeji01,1B
7872,153,588,113,145,44,1,23,73.0,4.0,5.0,77,82.0,3.0,9.0,2.0,5.0,9.0,2.0,154.0,153.0,3976.0,121.0,292.0,15.0,28.0,0.0,0.0,0.0,5350000.0,170000.0,8046400.0,255680.0,8046400.0,0.2465986394557823,0.4421768707482993,0.3402061855670103,0.9649532710280374,1998,valenjo02,3B
7873,151,428,65,96,24,0,16,49.0,10.0,7.0,63,105.0,8.0,1.0,2.0,3.0,2.0,1.0,139.0,112.0,3181.0,173.0,370.0,21.0,69.0,0.0,0.0,0.0,2136095.0,170000.0,3212686.88,255680.0,3212686.88,0.22429906542056074,0.3925233644859813,0.32323232323232326,0.9627659574468085,1998,valenjo03,SS
7876,158,573,112,156,28,4,50,119.0,11.0,4.0,79,121.0,6.0,5.0,0.0,4.0,7.0,1.0,151.0,150.0,3919.0,270.0,5.0,2.0,1.0,0.0,0.0,0.0,5275000.0,170000.0,7933600.0,255680.0,7933600.0,0.27225130890052357,0.5968586387434555,0.3630862329803328,0.9927797833935018,1998,vaughgr01,OF
7877,154,609,107,205,31,2,40,115.0,0.0,0.0,61,144.0,13.0,8.0,0.0,3.0,13.0,1.0,142.0,142.0,3715.0,1176.0,90.0,12.0,91.0,0.0,0.0,0.0,6650000.0,170000.0,10001600.0,255680.0,10001600.0,0.3366174055829228,0.5911330049261084,0.4023494860499266,0.9906103286384976,1998,vaughmo01,1B
7880,161,590,84,155,31,4,21,91.0,1.0,1.0,79,111.0,15.0,1.0,1.0,3.0,10.0,1.0,161.0,158.0,4145.0,102.0,330.0,15.0,38.0,0.0,0.0,0.0,6100000.0,170000.0,9174400.0,255680.0,9174400.0,0.2627118644067797,0.43559322033898307,0.3491827637444279,0.9664429530201343,1998,venturo01,3B
7885,67,237,30,62,9,0,3,29.0,7.0,3.0,17,35.0,0.0,1.0,10.0,2.0,4.0,1.0,66.0,65.0,1667.0,89.0,172.0,4.0,33.0,0.0,0.0,0.0,3000000.0,170000.0,4512000.0,255680.0,4512000.0,0.2616033755274262,0.33755274261603374,0.311284046692607,0.9849056603773585,1998,vizcajo01,SS
7886,151,576,86,166,30,6,2,50.0,37.0,12.0,62,64.0,1.0,4.0,12.0,6.0,10.0,1.0,151.0,149.0,3948.0,273.0,442.0,5.0,94.0,0.0,0.0,0.0,3050000.0,170000.0,4587200.0,255680.0,4587200.0,0.2881944444444444,0.3715277777777778,0.35802469135802467,0.9930555555555556,1998,vizquom01,SS
7889,130,454,113,165,46,3,23,67.0,14.0,4.0,64,61.0,2.0,4.0,0.0,2.0,11.0,3.0,125.0,118.0,3044.0,236.0,8.0,4.0,2.0,0.0,0.0,0.0,6050000.0,170000.0,9099200.0,255680.0,9099200.0,0.3634361233480176,0.6299559471365639,0.4446564885496183,0.9838709677419355,1998,walkela01,OF
7897,96,347,64,97,18,2,0,27.0,7.0,1.0,59,53.0,0.0,3.0,12.0,3.0,4.0,1.0,96.0,95.0,2368.0,97.0,257.0,12.0,63.0,0.0,0.0,0.0,3050000.0,170000.0,4587200.0,255680.0,4587200.0,0.27953890489913547,0.34293948126801155,0.3859223300970874,0.9672131147540983,1998,weisswa01,SS
7898,146,563,84,157,32,1,22,85.0,22.0,8.0,42,102.0,4.0,9.0,7.0,6.0,9.0,1.0,144.0,141.0,3658.0,371.0,3.0,5.0,0.0,0.0,0.0,0.0,3510000.0,170000.0,5279040.0,255680.0,5279040.0,0.27886323268206037,0.4564831261101243,0.33548387096774196,0.9868073878627969,1998,whitede03,OF
7901,97,357,54,107,21,2,17,58.0,16.0,7.0,30,57.0,2.0,7.0,0.0,3.0,7.0,1.0,96.0,96.0,2494.0,261.0,7.0,1.0,3.0,0.0,0.0,0.0,2000000.0,170000.0,3008000.0,255680.0,3008000.0,0.29971988795518206,0.5126050420168067,0.36272040302267,0.9962825278810409,1998,whitero02,OF
7904,128,499,101,169,30,5,26,97.0,15.0,9.0,74,81.0,9.0,1.0,0.0,4.0,19.0,1.0,123.0,123.0,3286.0,298.0,4.0,3.0,1.0,0.0,0.0,0.0,8300000.0,170000.0,12483200.0,255680.0,12483200.0,0.33867735470941884,0.5751503006012024,0.42214532871972316,0.9901639344262295,1998,willibe02,OF
7907,135,510,72,136,26,1,20,71.0,5.0,1.0,43,102.0,8.0,3.0,0.0,1.0,19.0,1.0,134.0,129.0,3380.0,99.0,282.0,11.0,18.0,0.0,0.0,0.0,4800000.0,170000.0,7219200.0,255680.0,7219200.0,0.26666666666666666,0.4392156862745098,0.3267504488330341,0.9719387755102041,1998,willima04,3B
7910,96,325,39,82,17,1,9,44.0,2.0,1.0,24,56.0,0.0,5.0,8.0,6.0,6.0,1.0,94.0,92.0,2395.0,677.0,35.0,4.0,6.0,5.0,72.0,28.0,2525000.0,170000.0,3797600.0,255680.0,3797600.0,0.2523076923076923,0.39384615384615385,0.30833333333333335,0.994413407821229,1998,wilsoda01,C
7918,117,452,78,129,24,1,8,43.0,42.0,13.0,45,32.0,0.0,5.0,9.0,2.0,4.0,1.0,113.0,113.0,2904.0,225.0,304.0,13.0,67.0,0.0,0.0,0.0,4500000.0,170000.0,6768000.0,255680.0,6768000.0,0.2853982300884956,0.39601769911504425,0.3551587301587302,0.9760147601476015,1998,younger01,2B
7920,159,592,88,160,40,2,27,108.0,15.0,7.0,44,127.0,1.0,11.0,0.0,9.0,20.0,1.0,157.0,153.0,4077.0,1334.0,80.0,8.0,139.0,0.0,0.0,0.0,1600000.0,170000.0,2406400.0,255680.0,2406400.0,0.2702702702702703,0.4814189189189189,0.3277439024390244,0.9943741209563994,1998,youngke01,1B
7922,158,572,85,155,32,3,19,94.0,4.0,4.0,69,90.0,2.0,4.0,1.0,7.0,12.0,7.0,158.0,155.0,4099.0,108.0,266.0,23.0,20.0,0.0,0.0,0.0,3200000.0,170000.0,4812800.0,255680.0,4812800.0,0.270979020979021,0.4370629370629371,0.3496932515337423,0.9420654911838791,1998,zeileto01,3B
7929,158,628,123,191,41,1,27,108.0,9.0,2.0,85,85.0,2.0,3.0,1.0,9.0,14.0,1.0,158.0,158.0,4142.0,298.0,409.0,5.0,98.0,0.0,0.0,0.0,2800000.0,200000.0,4118799.9999999995,294200.0,4118799.9999999995,0.304140127388535,0.5015923566878981,0.38482758620689655,0.9929775280898876,1999,alfoned01,2B
7933,159,563,138,182,40,3,24,120.0,37.0,6.0,99,96.0,3.0,7.0,12.0,13.0,13.0,1.0,156.0,154.0,3919.0,270.0,466.0,6.0,102.0,0.0,0.0,0.0,7049966.0,200000.0,10370499.986,294200.0,10370499.986,0.32326820603907636,0.5328596802841918,0.4222873900293255,0.9919137466307277,1999,alomaro01,2B
7934,37,137,19,42,13,0,6,25.0,0.0,1.0,4,23.0,0.0,0.0,1.0,2.0,1.0,1.0,35.0,35.0,888.0,257.0,10.0,7.0,2.0,1.0,27.0,4.0,2800000.0,200000.0,4118799.9999999995,294200.0,4118799.9999999995,0.30656934306569344,0.5328467153284672,0.32167832167832167,0.9744525547445255,1999,alomasa02,C
7937,150,564,109,159,28,5,24,81.0,36.0,7.0,96,105.0,7.0,24.0,1.0,7.0,6.0,1.0,136.0,134.0,3534.0,308.0,3.0,1.0,1.0,0.0,0.0,0.0,5674897.0,200000.0,8347773.486999999,294200.0,8347773.486999999,0.28191489361702127,0.4769503546099291,0.4037626628075253,0.9967948717948718,1999,anderbr01,OF
7938,157,620,88,188,36,2,21,80.0,3.0,4.0,34,81.0,8.0,0.0,0.0,6.0,15.0,1.0,153.0,152.0,4027.0,406.0,7.0,3.0,1.0,0.0,0.0,0.0,2200000.0,200000.0,3236199.9999999995,294200.0,3236199.9999999995,0.3032258064516129,0.4693548387096774,0.33636363636363636,0.9927884615384616,1999,anderga01,OF
7944,127,458,62,126,25,6,9,54.0,12.0,9.0,51,71.0,0.0,14.0,3.0,1.0,11.0,1.0,127.0,121.0,3242.0,754.0,56.0,2.0,5.0,7.0,59.0,35.0,2200000.0,200000.0,3236199.9999999995,294200.0,3236199.9999999995,0.27510917030567683,0.4148471615720524,0.36450381679389315,0.9975369458128078,1999,ausmubr01,C
7947,162,562,143,171,35,0,42,126.0,30.0,11.0,149,127.0,16.0,11.0,0.0,7.0,18.0,1.0,161.0,158.0,4205.0,1336.0,107.0,8.0,141.0,0.0,0.0,0.0,6500000.0,200000.0,9561500.0,294200.0,9561500.0,0.304270462633452,0.5907473309608541,0.4540466392318244,0.994486560992419,1999,bagweje01,1B
7948,135,430,62,134,18,1,25,103.0,1.0,2.0,54,48.0,3.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730000.0,200000.0,2544829.9999999995,294200.0,2544829.9999999995,0.3116279069767442,0.5325581395348837,0.3868312757201646,0.0,1999,baineha01,DH
7962,128,509,61,120,22,0,12,66.0,18.0,6.0,50,129.0,1.0,4.0,0.0,5.0,20.0,1.0,126.0,123.0,3315.0,192.0,4.0,3.0,1.0,0.0,0.0,0.0,4500000.0,200000.0,6619499.999999999,294200.0,6619499.999999999,0.2357563850687623,0.34970530451866405,0.30633802816901406,0.9849246231155779,1999,bellde01,OF
7963,161,610,108,181,36,1,37,117.0,17.0,3.0,101,82.0,15.0,7.0,0.0,4.0,19.0,1.0,154.0,154.0,4020.0,252.0,17.0,4.0,2.0,0.0,0.0,0.0,11949794.0,200000.0,17578146.974,294200.0,17578146.974,0.2967213114754098,0.5409836065573771,0.4002770083102493,0.9853479853479854,1999,belleal01,OF
7966,151,589,132,170,32,6,38,112.0,7.0,4.0,82,132.0,2.0,4.0,4.0,9.0,9.0,2.0,149.0,145.0,3892.0,320.0,340.0,22.0,86.0,0.0,0.0,0.0,6100000.0,200000.0,8973100.0,294200.0,8973100.0,0.28862478777589134,0.5568760611205433,0.3742690058479532,0.967741935483871,1999,bellja01,2B
7977,151,593,104,177,38,2,34,133.0,6.0,6.0,54,84.0,3.0,2.0,0.0,10.0,15.0,1.0,144.0,144.0,3699.0,238.0,17.0,13.0,3.0,0.0,0.0,0.0,7250000.0,200000.0,10664749.999999998,294200.0,10664749.999999998,0.2984822934232715,0.5413153456998314,0.3535660091047041,0.9514925373134329,1999,bicheda01,OF
7978,160,639,123,188,56,0,16,73.0,28.0,14.0,88,107.0,9.0,11.0,5.0,6.0,5.0,2.0,161.0,156.0,4130.0,365.0,431.0,12.0,117.0,0.0,0.0,0.0,6060000.0,200000.0,8914260.0,294200.0,8914260.0,0.2942097026604069,0.4569640062597809,0.385752688172043,0.9851485148514851,1999,biggicr01,2B
7981,104,200,41,48,5,2,9,26.0,2.0,2.0,26,52.0,0.0,8.0,2.0,2.0,0.0,4.0,66.0,40.0,1103.0,70.0,94.0,7.0,16.0,0.0,0.0,0.0,4200000.0,200000.0,6178199.999999999,294200.0,6178199.999999999,0.24,0.42,0.3474576271186441,0.9590643274853801,1999,blausje01,2B
7986,102,355,91,93,20,2,34,83.0,15.0,2.0,73,62.0,9.0,3.0,0.0,3.0,6.0,1.0,96.0,95.0,2386.0,177.0,4.0,3.0,2.0,0.0,0.0,0.0,9381057.0,200000.0,13799534.847,294200.0,13799534.847,0.2619718309859155,0.6169014084507042,0.38940092165898615,0.9836956521739131,1999,bondsba01,OF
7987,60,119,12,19,5,0,4,18.0,0.0,1.0,19,16.0,1.0,1.0,0.0,2.0,4.0,2.0,29.0,25.0,552.0,59.0,4.0,2.0,2.0,0.0,0.0,0.0,5900000.0,200000.0,8678900.0,294200.0,8678900.0,0.15966386554621848,0.3025210084033613,0.2765957446808511,0.9692307692307692,1999,bonilbo01,OF
7989,152,608,102,153,38,1,20,63.0,14.0,9.0,47,112.0,0.0,5.0,9.0,2.0,11.0,1.0,151.0,144.0,3890.0,270.0,424.0,13.0,78.0,0.0,0.0,0.0,2900000.0,200000.0,4265900.0,294200.0,4265900.0,0.25164473684210525,0.4161184210526316,0.30966767371601206,0.9816124469589816,1999,boonebr01,2B
7991,160,631,93,175,35,7,10,77.0,14.0,4.0,54,102.0,1.0,5.0,8.0,10.0,25.0,1.0,159.0,155.0,4065.0,277.0,511.0,9.0,132.0,0.0,0.0,0.0,3083334.0,200000.0,4535584.313999999,294200.0,4535584.313999999,0.277337559429477,0.40253565768621236,0.3342857142857143,0.9887076537013801,1999,bordimi01,SS
7995,157,619,90,172,29,4,24,102.0,8.0,5.0,54,132.0,7.0,2.0,0.0,4.0,19.0,1.0,157.0,155.0,4057.0,1240.0,123.0,7.0,119.0,0.0,0.0,0.0,3200000.0,200000.0,4707200.0,294200.0,4707200.0,0.2778675282714055,0.45395799676898224,0.33578792341678937,0.9948905109489051,1999,brognri01,1B
7996,133,473,64,117,26,1,17,71.0,9.0,3.0,39,74.0,2.0,6.0,2.0,9.0,13.0,1.0,132.0,130.0,3452.0,87.0,239.0,13.0,20.0,0.0,0.0,0.0,5250000.0,200000.0,7722749.999999999,294200.0,7722749.999999999,0.24735729386892177,0.4143763213530655,0.30740037950664134,0.9616519174041298,1999,brosisc01,3B
8005,87,266,37,59,11,0,14,38.0,0.0,0.0,69,100.0,0.0,5.0,0.0,3.0,6.0,2.0,86.0,84.0,2109.0,136.0,7.0,1.0,3.0,0.0,0.0,0.0,4816804.0,200000.0,7085518.683999999,294200.0,7085518.683999999,0.22180451127819548,0.42105263157894735,0.3877551020408163,0.9930555555555556,1999,buhneja01,OF
8006,120,390,73,110,19,0,31,96.0,7.0,5.0,69,86.0,2.0,6.0,0.0,4.0,11.0,1.0,107.0,106.0,2594.0,210.0,3.0,2.0,2.0,0.0,0.0,0.0,4500000.0,200000.0,6619499.999999999,294200.0,6619499.999999999,0.28205128205128205,0.5692307692307692,0.39445628997867804,0.9906976744186047,1999,burksel01,OF
8007,130,467,87,126,33,2,33,103.0,7.0,3.0,91,124.0,7.0,16.0,0.0,6.0,11.0,1.0,127.0,127.0,3328.0,262.0,8.0,5.0,2.0,0.0,0.0,0.0,3612500.0,200000.0,5313987.499999999,294200.0,5313987.499999999,0.2698072805139186,0.5610278372591007,0.4017241379310345,0.9818181818181818,1999,burnije01,OF
8015,78,273,45,78,11,1,13,56.0,6.0,2.0,46,58.0,4.0,3.0,0.0,7.0,7.0,1.0,75.0,73.0,1887.0,52.0,139.0,14.0,17.0,0.0,0.0,0.0,4500000.0,200000.0,6619499.999999999,294200.0,6619499.999999999,0.2857142857142857,0.47619047619047616,0.3860182370820669,0.9317073170731708,1999,caminke01,3B
8019,113,430,75,120,18,1,34,95.0,3.0,0.0,58,135.0,3.0,7.0,0.0,7.0,14.0,1.0,6.0,6.0,124.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3325000.0,200000.0,4891075.0,294200.0,4891075.0,0.27906976744186046,0.5627906976744186,0.36852589641434264,1.0,1999,cansejo01,OF
8024,158,615,83,169,24,1,33,102.0,2.0,3.0,53,75.0,7.0,1.0,0.0,5.0,15.0,1.0,157.0,155.0,4054.0,96.0,298.0,19.0,32.0,0.0,0.0,0.0,6000000.0,200000.0,8826000.0,294200.0,8826000.0,0.27479674796747966,0.47804878048780486,0.33086053412462907,0.9539951573849879,1999,castivi02,3B
8033,157,607,98,198,35,1,15,88.0,7.0,4.0,75,83.0,4.0,5.0,3.0,7.0,15.0,1.0,155.0,154.0,4015.0,124.0,312.0,15.0,35.0,0.0,0.0,0.0,3000000.0,200000.0,4413000.0,294200.0,4413000.0,0.3261943986820428,0.4612850082372323,0.40057636887608067,0.9667405764966741,1999,cirilje01,3B
8035,143,536,74,150,29,0,31,99.0,2.0,1.0,64,133.0,7.0,6.0,0.0,3.0,14.0,1.0,132.0,130.0,3443.0,1126.0,85.0,10.0,111.0,0.0,0.0,0.0,2362500.0,200000.0,3475237.4999999995,294200.0,3475237.4999999995,0.2798507462686567,0.5074626865671642,0.361247947454844,0.9918099918099919,1999,clarkto02,1B
8036,77,251,40,76,15,0,10,29.0,2.0,2.0,38,42.0,2.0,2.0,0.0,3.0,5.0,1.0,63.0,62.0,1597.0,575.0,42.0,3.0,54.0,0.0,0.0,0.0,4920840.0,200000.0,7238555.64,294200.0,7238555.64,0.30278884462151395,0.4820717131474104,0.3945578231292517,0.9951612903225806,1999,clarkwi02,1B
8037,133,465,69,134,21,5,14,52.0,8.0,6.0,39,100.0,1.0,4.0,9.0,3.0,6.0,1.0,133.0,133.0,3448.0,204.0,406.0,25.0,91.0,0.0,0.0,0.0,4500000.0,200000.0,6619499.999999999,294200.0,6619499.999999999,0.28817204301075267,0.44516129032258067,0.34637964774951074,0.9606299212598425,1999,claytro01,SS
8044,139,444,54,129,31,1,13,75.0,0.0,3.0,30,40.0,0.0,3.0,1.0,7.0,12.0,3.0,116.0,100.0,2693.0,848.0,53.0,7.0,108.0,0.0,0.0,0.0,1960000.0,200000.0,2883159.9999999995,294200.0,2883159.9999999995,0.2905405405405405,0.4527027027027027,0.3347107438016529,0.9922907488986784,1999,coninje01,1B
